Survey Identifier,Area of park,Longitude,Latitude,Food cache ,Lodge class,Lodge type,Lodge number,Lodge identifier,Unit identifier,Year of survey,Month of survey,Day of survey,Season,Aerial or ground survey method,Mode of transportation for survey,Percentage of EINP surveyed,Width of transect in meters,Visibility conditions,Amount of snow on ground,Amount of ice on ponds,"Flying height, above ground level",Flying speed,Survey Comments
24,north,-112.8780579,53.64203873,absent,NA,unknown,47,5047,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8844699,53.64198289,absent,NA,unknown,45,5045,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8094275,53.64327576,absent,3,shoreline,39,6039,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8495679,53.64266219,absent,2,island,64,6064,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8952705,53.64195618,absent,NA,unknown,40,5040,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7871735,53.64364608,absent,3,shoreline,44,7044,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8830879,53.64220242,absent,NA,unknown,44,5044,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9149047,53.64189537,absent,NA,unknown,77,8077,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7944782,53.64394133,absent,4,unknown,16,7016,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9150203,53.64210928,absent,NA,unknown,81,8081,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8778273,53.6429773,absent,NA,unknown,46,5046,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8945509,53.64277667,absent,NA,unknown,41,5041,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9210416,53.6424443,absent,NA,unknown,74,8074,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9178068,53.64250517,absent,NA,unknown,4,8004,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7948747,53.64472648,absent,3,island,15,7015,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8731935,53.64356233,absent,NA,unknown,37,5037,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7951053,53.64481292,absent,3,shoreline,56,7056,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8099166,53.64480562,absent,4,unknown,38,6038,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9119425,53.64363284,absent,NA,unknown,64,8064,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9221685,53.64360389,absent,NA,unknown,72,8072,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8719033,53.6444905,absent,NA,unknown,38,5038,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9241086,53.6436806,absent,NA,unknown,63,8063,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9205354,53.64395375,absent,NA,unknown,57,8057,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8718273,53.64482431,absent,NA,unknown,85,5085,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8483948,53.64524242,absent,3,shoreline,11,6011,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.890456,53.64491809,absent,NA,unknown,82,5082,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8743196,53.6454146,absent,NA,unknown,36,5036,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8460634,53.6462493,absent,3,shoreline,10,6010,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8812176,53.6457289,absent,NA,unknown,76,5076,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8825454,53.64598671,absent,NA,unknown,69,5069,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8429346,53.6466661,absent,4,unknown,9,6009,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8726676,53.64637541,absent,NA,unknown,83,5083,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9213562,53.6457026,absent,NA,unknown,55,8055,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7954161,53.64785579,absent,3,island,14,7014,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7799104,53.64828514,absent,4,island,17,7017,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8959754,53.64653887,absent,NA,unknown,62,5062,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8864361,53.64671656,absent,NA,unknown,28,5028,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7955085,53.64824995,absent,3,shoreline,13,7013,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8769339,53.64772898,absent,NA,unknown,59,5059,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8865077,53.6476414,absent,NA,unknown,34,5034,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8661739,53.64802309,absent,NA,unknown,39,5039,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.843408,53.64850173,absent,4,unknown,8,6008,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8982555,53.64812091,absent,NA,unknown,57,5057,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8654612,53.64867248,absent,NA,unknown,84,5084,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8468553,53.64948242,absent,3,shoreline,7,6007,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7971119,53.65037444,absent,4,unknown,52,7052,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7972239,53.65051659,absent,3,shoreline,48,7048,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8703172,53.64967548,absent,NA,unknown,29,5029,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7934644,53.65106742,absent,4,unknown,50,7050,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8993176,53.64953346,absent,NA,unknown,67,5067,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7929598,53.65129972,absent,4,shoreline,11,7011,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8466422,53.65049257,absent,3,shoreline,6,6006,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7918593,53.65139711,absent,4,shoreline,45,7045,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7925614,53.65153942,absent,4,shoreline,10,7010,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8991951,53.65017369,absent,NA,unknown,68,5068,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7928776,53.65185832,absent,4,shoreline,49,7049,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7923343,53.65189342,absent,4,island,53,7053,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8830667,53.65055437,absent,NA,unknown,81,5081,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8683697,53.65080266,absent,NA,unknown,71,5071,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8686025,53.65127549,absent,NA,unknown,30,5030,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9009457,53.65108085,absent,NA,unknown,35,5035,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8731469,53.65172587,absent,NA,unknown,27,5027,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8485698,53.65270128,absent,4,shoreline,4,6004,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8796708,53.65245067,absent,NA,unknown,33,5033,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7987593,53.65388267,absent,4,unknown,8,7008,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7995503,53.65397866,absent,4,unknown,47,7047,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8931444,53.65257994,absent,NA,unknown,31,5031,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8879497,53.65282381,absent,NA,unknown,74,5074,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8730256,53.65308524,absent,NA,unknown,26,5026,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.888951,53.65287993,absent,NA,unknown,16,5016,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7969621,53.65432319,absent,3,island,9,7009,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8629948,53.65347551,absent,NA,unknown,24,5024,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.799949,53.65445811,absent,3,shoreline,54,7054,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8803407,53.65322227,absent,NA,unknown,32,5032,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8991628,53.65315885,absent,NA,unknown,66,5066,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.88919,53.65348747,absent,NA,unknown,58,5058,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7964766,53.65500471,absent,4,island,5,7005,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7805077,53.65527925,absent,4,island,3,7003,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.782974,53.65526952,absent,2,shoreline,36,7036,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.899783,53.65349062,absent,NA,unknown,14,5014,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7958022,53.65515866,absent,3,shoreline,6,7006,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.900817,53.65360007,absent,NA,unknown,13,5013,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8630293,53.65425709,absent,NA,unknown,23,5023,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7948181,53.65550604,absent,4,unknown,7,7007,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.897599,53.65405567,absent,NA,unknown,15,5015,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8273671,53.6554451,absent,3,shoreline,3,6003,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8703935,53.65549972,absent,NA,unknown,25,5025,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8639869,53.65572551,absent,NA,unknown,63,5063,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7827357,53.65715192,absent,2,island,1,7001,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8859104,53.65561585,absent,NA,unknown,17,5017,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8087855,53.65690498,absent,4,unknown,58,4058,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8631093,53.6560718,absent,NA,unknown,22,5022,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8989081,53.65557218,absent,NA,unknown,12,5012,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.830663,53.65677018,absent,3,island,2,6002,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7821152,53.65751176,absent,4,unknown,38,7038,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8083751,53.65721683,absent,4,unknown,59,4059,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8097575,53.65733977,absent,4,unknown,55,4055,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7843646,53.65773895,absent,4,unknown,73,7073,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8443811,53.65692818,absent,4,unknown,55,6055,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9006874,53.65610132,absent,NA,unknown,11,5011,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.807376,53.65756454,absent,4,unknown,60,4060,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8088446,53.65757832,absent,4,unknown,56,4056,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8080832,53.65782355,absent,4,unknown,57,4057,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8731953,53.65691227,absent,NA,unknown,20,5020,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7798209,53.65837294,absent,3,island,97,4097,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8446001,53.65743723,absent,3,shoreline,54,6054,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9004219,53.65659099,absent,NA,unknown,10,5010,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8490058,53.65747714,absent,3,shoreline,43,6043,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8779564,53.65711635,absent,NA,unknown,19,5019,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8669783,53.65732404,absent,NA,unknown,21,5021,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8824839,53.6571711,absent,NA,unknown,18,5018,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7803851,53.65883202,absent,4,island,75,4075,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7813625,53.65904222,absent,4,unknown,63,4063,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8953859,53.65734508,absent,NA,unknown,72,5072,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8108336,53.65878883,absent,4,unknown,54,4054,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8014906,53.65937928,absent,4,unknown,70,4070,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8116444,53.65934292,absent,4,unknown,51,4051,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8095439,53.65941964,absent,4,shoreline,53,4053,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8506707,53.65886281,absent,4,unknown,1,6001,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8101693,53.65988664,absent,4,shoreline,52,4052,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8321191,53.65998423,absent,2,shoreline,99,3099,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8320144,53.6600128,absent,3,island,12,3012,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7863832,53.66073838,absent,4,island,77,4077,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.83381,53.66023702,absent,4,shoreline,86,3086,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7813298,53.66113731,absent,4,shoreline,71,4071,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8728985,53.65977568,absent,NA,unknown,4,5004,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8585019,53.66004501,absent,4,unknown,94,3094,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8699548,53.65994756,absent,NA,unknown,8,5008,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.830132,53.66058098,absent,4,island,87,3087,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.83827,53.66047427,absent,4,unknown,85,3085,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7990024,53.66136748,absent,3,island,66,4066,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8392507,53.66109748,absent,4,unknown,84,3084,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7896136,53.66196668,absent,4,unknown,85,4085,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7918825,53.66193274,absent,3,shoreline,86,4086,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8074116,53.66193302,absent,4,shoreline,48,4048,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8507089,53.66146028,absent,4,shoreline,115,3115,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8598966,53.66147071,absent,4,unknown,79,3079,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8063936,53.6625507,absent,4,shoreline,50,4050,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8524226,53.66188326,absent,4,shoreline,107,3107,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8075909,53.66258657,absent,4,shoreline,49,4049,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8511122,53.66202939,absent,4,shoreline,116,3116,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8598013,53.66205653,absent,4,unknown,78,3078,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8622214,53.66201891,absent,4,island,76,3076,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8614531,53.66210278,absent,2,shoreline,77,3077,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8116002,53.66325413,absent,4,island,46,4046,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8584023,53.66294128,absent,4,shoreline,106,3106,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8164006,53.66365785,absent,4,shoreline,44,4044,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8111881,53.66423126,absent,4,island,45,4045,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8090152,53.66438997,absent,4,island,47,4047,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8423546,53.66389952,absent,4,unknown,83,3083,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7848737,53.6651299,absent,4,unknown,42,4042,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7799143,53.66525768,absent,4,shoreline,83,4083,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7852278,53.66562805,absent,4,shoreline,82,4082,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8765393,53.66473501,absent,NA,unknown,3,5003,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8410397,53.66568175,absent,4,unknown,82,3082,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8667248,53.665284,absent,3,shoreline,69,3069,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8084615,53.66630417,absent,4,unknown,98,4098,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8570735,53.66576673,absent,4,shoreline,71,3071,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7920041,53.6669382,absent,4,unknown,39,4039,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7857258,53.66738261,absent,4,shoreline,41,4041,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8530476,53.66646739,absent,4,shoreline,73,3073,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8749982,53.66616157,absent,4,unknown,1,5001,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8742662,53.6663798,absent,NA,unknown,2,5002,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8543144,53.66705009,absent,4,shoreline,72,3072,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8047725,53.66782517,absent,4,unknown,69,4069,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8383861,53.66731372,absent,4,shoreline,81,3081,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7899032,53.66808435,absent,4,shoreline,40,4040,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8669137,53.66715993,absent,4,shoreline,92,3092,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7964841,53.66834537,absent,4,shoreline,36,4036,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8603118,53.66746048,absent,4,shoreline,70,3070,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8379217,53.66812095,absent,3,shoreline,80,3080,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7986813,53.66875288,absent,4,shoreline,35,4035,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8103936,53.66864826,absent,4,island,67,4067,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8007887,53.66882908,absent,4,unknown,34,4034,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8525902,53.66811961,absent,4,shoreline,93,3093,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8038375,53.66897196,absent,4,shoreline,33,4033,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8381849,53.66860236,absent,NA,unknown,134,3134,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
